"","MascFeel","MascLook","MascOrigin","Pressure","Rom.Lead","HealthWorry","FinWorry","AppWorry","SexWorry","Employ","Education","Income","Children","Marital","Orientation","Race","Age"
"889","m.feel_med","m.app_med","o_family","press_yes","r.lead_yes","h.worry_phys","f.worry_providing","a.worry_phys","s.worry_nr","emp_u.ret","ed_pgrad","inc_nr","child_yes","m_mar","so_straight","race_White","a.65+"
"890","m.feel_med","m.app_med","o_both","press_yes","r.lead_yes","h.worry_phys","f.worry_both","a.worry_phys","s.worry_nr","emp_ft","ed_p.ugrad","inc_mid","child_yes","m_mar","so_straight","race_White","a.35-64"
"891","m.feel_med","m.app_med","o_family","press_no","r.lead_yes","h.worry_phys","f.worry_personal","a.worry_phys","s.worry_nr","emp_u.ret","ed_p.ugrad","inc_nr","child_yes","m_mar","so_straight","race_White","a.65+"
"892","m.feel_med","m.app_low","o_both","press_no","r.lead_no","h.worry_phys","f.worry_nr","a.worry_nr","s.worry_nr","emp_ft","ed_ugrad","inc_nr","child_yes","m_mar","so_straight","race_White","a.35-64"
"893","m.feel_high","m.app_med","o_society","press_yes","r.lead_yes","h.worry_nr","f.worry_personal","a.worry_both","s.worry_perf","emp_u.nolook","ed_pgrad","inc_low","child_no","m_div","so_straight","race_White","a.65+"
"894","m.feel_med","m.app_med","o_family","press_no","r.lead_yes","h.worry_phys","f.worry_personal","a.worry_phys","s.worry_nr","emp_ft","ed_ugrad","inc_high","child_yes","m_mar","so_straight","race_White","a.35-64"
"895","m.feel_high","m.app_high","o_family","press_yes","r.lead_yes","h.worry_phys","f.worry_nr","a.worry_phys","s.worry_nr","emp_u.ret","ed_hs","inc_nr","child_yes","m_mar","so_straight","race_black","a.35-64"
"896","m.feel_med","m.app_low","o_society","press_no","r.lead_yes","h.worry_phys","f.worry_personal","a.worry_phys","s.worry_nr","emp_u.ret","ed_hs","inc_nr","child_no","m_mar","so_straight","race_White","a.65+"
"897","m.feel_low","m.app_low","o_family","press_yes","r.lead_no","h.worry_phys","f.worry_personal","a.worry_both","s.worry_nr","emp_ft","ed_p.ugrad","inc_nr","child_yes","m_mar","so_gay","race_hisp","a.35-64"
"898","m.feel_med","m.app_med","o_family","press_yes","r.lead_no","h.worry_both","f.worry_personal","a.worry_phys","s.worry_nr","emp_ft","ed_ugrad","inc_nr","child_yes","m_div","so_straight","race_White","a.35-64"
"899","m.feel_high","m.app_med","o_both","press_no","r.lead_yes","h.worry_nr","f.worry_both","a.worry_both","s.worry_perf","emp_ft","ed_assoc","inc_low","child_no","m_div","so_straight","race_White","a.35-64"
"900","m.feel_high","m.app_high","o_both","press_yes","r.lead_yes","h.worry_phys","f.worry_personal","a.worry_phys","s.worry_nr","emp_u.ret","ed_pgrad","inc_low","child_yes","m_div","so_other","race_White","a.65+"
"901","m.feel_med","m.app_med","o_both","press_yes","r.lead_no","h.worry_phys","f.worry_both","a.worry_both","s.worry_perf","emp_ft","ed_hs","inc_low","child_yes","m_mar","so_straight","race_other","a.65+"
"902","m.feel_med","m.app_high","o_both","press_yes","r.lead_yes","h.worry_both","f.worry_both","a.worry_nr","s.worry_nr","emp_u.ret","ed_p.ugrad","inc_low","child_no","m_nev","so_straight","race_White","a.35-64"
"903","m.feel_low","m.app_low","o_society","press_yes","r.lead_yes","h.worry_both","f.worry_both","a.worry_both","s.worry_both","emp_ft","ed_pgrad","inc_low","child_no","m_nev","so_straight","race_White","a.18-34"
"904","m.feel_high","m.app_low","o_family","press_no","r.lead_no","h.worry_phys","f.worry_nr","a.worry_phys","s.worry_nr","emp_pt","ed_pgrad","inc_high","child_yes","m_mar","so_straight","race_White","a.35-64"
"905","m.feel_med","m.app_low","o_family","press_yes","r.lead_no","h.worry_nr","f.worry_personal","a.worry_nr","s.worry_nr","emp_u.ret","ed_ugrad","inc_high","child_yes","m_mar","so_straight","race_White","a.65+"
"906","m.feel_med","m.app_no","o_family","press_no","r.lead_yes","h.worry_phys","f.worry_nr","a.worry_phys","s.worry_nr","emp_u.ret","ed_p.ugrad","inc_low","child_no","m_mar","so_straight","race_White","a.65+"
"907","m.feel_high","m.app_low","o_family","press_no","r.lead_yes","h.worry_phys","f.worry_personal","a.worry_nr","s.worry_nr","emp_ft","ed_ugrad","inc_mid","child_no","m_mar","so_straight","race_White","a.18-34"
"908","m.feel_med","m.app_med","o_society","press_yes","r.lead_yes","h.worry_both","f.worry_personal","a.worry_phys","s.worry_nr","emp_u.ret","ed_pgrad","inc_mid","child_no","m_nev","so_gay","race_White","a.35-64"
"909","m.feel_high","m.app_no","o_both","press_yes","r.lead_yes","h.worry_phys","f.worry_nr","a.worry_nr","s.worry_nr","emp_ft","ed_pgrad","inc_nr","child_yes","m_sep","so_straight","race_White","a.35-64"
"910","m.feel_med","m.app_med","o_society","press_no","r.lead_yes","h.worry_phys","f.worry_nr","a.worry_phys","s.worry_nr","emp_pt","ed_pgrad","inc_low","child_yes","m_div","so_straight","race_White","a.65+"
"911","m.feel_med","m.app_no","o_society","press_yes","r.lead_yes","h.worry_phys","f.worry_nr","a.worry_phys","s.worry_perf","emp_u.ret","ed_p.ugrad","inc_mid","child_yes","m_mar","so_straight","race_White","a.65+"
"912","m.feel_med","m.app_low","o_family","press_no","r.lead_no","h.worry_nr","f.worry_nr","a.worry_nr","s.worry_nr","emp_ft","ed_ugrad","inc_mid","child_yes","m_mar","so_straight","race_White","a.65+"
"913","m.feel_med","m.app_med","o_society","press_yes","r.lead_yes","h.worry_nr","f.worry_personal","a.worry_both","s.worry_both","emp_u.ret","ed_ugrad","inc_mid","child_yes","m_div","so_straight","race_White","a.65+"
"914","m.feel_low","m.app_no","o_society","press_yes","r.lead_no","h.worry_both","f.worry_personal","a.worry_nr","s.worry_nr","emp_u.ret","ed_p.ugrad","inc_low","child_yes","m_div","so_straight","race_White","a.65+"
"915","m.feel_high","m.app_high","o_family","press_no","r.lead_yes","h.worry_phys","f.worry_both","a.worry_both","s.worry_nr","emp_u.look","ed_pgrad","inc_nr","child_yes","m_mar","so_straight","race_White","a.65+"
"916","m.feel_med","m.app_med","o_society","press_yes","r.lead_yes","h.worry_phys","f.worry_personal","a.worry_nr","s.worry_nr","emp_u.ret","ed_ugrad","inc_high","child_no","m_mar","so_straight","race_White","a.65+"
"917","m.feel_high","m.app_high","o_family","press_yes","r.lead_yes","h.worry_nr","f.worry_personal","a.worry_phys","s.worry_perf","emp_ft","ed_hs","inc_low","child_yes","m_div","so_straight","race_White","a.35-64"
"918","m.feel_high","m.app_no","o_both","press_no","r.lead_no","h.worry_nr","f.worry_nr","a.worry_phys","s.worry_nr","emp_ft","ed_ugrad","inc_high","child_yes","m_mar","so_straight","race_other","a.35-64"
"919","m.feel_high","m.app_no","o_family","press_yes","r.lead_yes","h.worry_nr","f.worry_nr","a.worry_nr","s.worry_nr","emp_ft","ed_p.ugrad","inc_mid","child_no","m_nev","so_other","race_White","a.35-64"
"920","m.feel_med","m.app_low","o_society","press_yes","r.lead_no","h.worry_both","f.worry_both","a.worry_phys","s.worry_nr","emp_u.ret","ed_pgrad","inc_low","child_yes","m_mar","so_straight","race_White","a.65+"
"921","m.feel_high","m.app_med","o_both","press_no","r.lead_yes","h.worry_nr","f.worry_nr","a.worry_phys","s.worry_perf","emp_ft","ed_p.ugrad","inc_nr","child_no","m_mar","so_straight","race_White","a.65+"
"922","m.feel_med","m.app_low","o_family","press_no","r.lead_yes","h.worry_nr","f.worry_nr","a.worry_phys","s.worry_gen","emp_u.ret","ed_pgrad","inc_low","child_no","m_wid","so_straight","race_White","a.65+"
"923","m.feel_high","m.app_no","o_family","press_yes","r.lead_yes","h.worry_phys","f.worry_both","a.worry_both","s.worry_nr","emp_ft","ed_pgrad","inc_high","child_no","m_nev","so_straight","race_White","a.35-64"
"924","m.feel_high","m.app_med","o_both","press_no","r.lead_yes","h.worry_phys","f.worry_nr","a.worry_phys","s.worry_nr","emp_pt","ed_ugrad","inc_high","child_no","m_mar","so_straight","race_White","a.65+"
"925","m.feel_high","m.app_low","o_both","press_yes","r.lead_no","h.worry_phys","f.worry_personal","a.worry_phys","s.worry_nr","emp_ft","ed_hs","inc_mid","child_yes","m_mar","so_straight","race_White","a.35-64"
"926","m.feel_med","m.app_no","o_family","press_yes","r.lead_yes","h.worry_phys","f.worry_nr","a.worry_phys","s.worry_nr","emp_u.ret","ed_pgrad","inc_high","child_no","m_mar","so_gay","race_White","a.65+"
"927","m.feel_high","m.app_low","o_family","press_no","r.lead_yes","h.worry_nr","f.worry_nr","a.worry_phys","s.worry_nr","emp_u.ret","ed_ugrad","inc_high","child_yes","m_mar","so_straight","race_White","a.65+"
"928","m.feel_high","m.app_low","o_both","press_yes","r.lead_yes","h.worry_nr","f.worry_nr","a.worry_nr","s.worry_nr","emp_ft","ed_p.ugrad","inc_mid","child_yes","m_div","so_straight","race_White","a.35-64"
"929","m.feel_med","m.app_med","o_society","press_yes","r.lead_yes","h.worry_both","f.worry_personal","a.worry_both","s.worry_nr","emp_u.ret","ed_p.ugrad","inc_high","child_no","m_div","so_straight","race_White","a.35-64"
"930","m.feel_high","m.app_no","o_both","press_no","r.lead_yes","h.worry_nr","f.worry_nr","a.worry_nr","s.worry_nr","emp_ft","ed_ugrad","inc_low","child_yes","m_div","so_straight","race_White","a.35-64"
"931","m.feel_med","m.app_med","o_both","press_yes","r.lead_yes","h.worry_phys","f.worry_personal","a.worry_both","s.worry_nr","emp_u.ret","ed_p.ugrad","inc_mid","child_yes","m_mar","so_straight","race_White","a.65+"
"932","m.feel_high","m.app_no","o_family","press_no","r.lead_yes","h.worry_nr","f.worry_nr","a.worry_nr","s.worry_nr","emp_u.ret","ed_ugrad","inc_mid","child_yes","m_mar","so_straight","race_White","a.65+"
"933","m.feel_high","m.app_low","o_society","press_no","r.lead_yes","h.worry_nr","f.worry_both","a.worry_nr","s.worry_nr","emp_ft","ed_ugrad","inc_high","child_yes","m_sep","so_straight","race_White","a.35-64"
"934","m.feel_med","m.app_low","o_both","press_yes","r.lead_yes","h.worry_both","f.worry_both","a.worry_phys","s.worry_perf","emp_ft","ed_p.ugrad","inc_mid","child_no","m_mar","so_gay","race_White","a.35-64"
"935","m.feel_med","m.app_med","o_society","press_yes","r.lead_yes","h.worry_nr","f.worry_nr","a.worry_nr","s.worry_nr","emp_u.ret","ed_ugrad","inc_mid","child_yes","m_mar","so_straight","race_White","a.65+"
"936","m.feel_med","m.app_low","o_family","press_yes","r.lead_yes","h.worry_nr","f.worry_nr","a.worry_phys","s.worry_nr","emp_ft","ed_hs","inc_nr","child_yes","m_mar","so_straight","race_White","a.65+"
"937","m.feel_high","m.app_no","o_family","press_no","r.lead_yes","h.worry_phys","f.worry_nr","a.worry_phys","s.worry_nr","emp_u.look","ed_ugrad","inc_low","child_yes","m_mar","so_bi","race_other","a.65+"
"938","m.feel_high","m.app_med","o_both","press_yes","r.lead_yes","h.worry_nr","f.worry_nr","a.worry_nr","s.worry_nr","emp_u.ret","ed_pgrad","inc_mid","child_no","m_nev","so_gay","race_White","a.35-64"
"939","m.feel_high","m.app_low","o_family","press_yes","r.lead_no","h.worry_nr","f.worry_nr","a.worry_nr","s.worry_nr","emp_u.ret","ed_ugrad","inc_nr","child_yes","m_mar","so_straight","race_White","a.65+"
"940","m.feel_low","m.app_med","o_both","press_no","r.lead_yes","h.worry_both","f.worry_nr","a.worry_phys","s.worry_perf","emp_ft","ed_ugrad","inc_mid","child_no","m_nev","so_straight","race_other","a.35-64"
"941","m.feel_low","m.app_med","o_society","press_no","r.lead_yes","h.worry_both","f.worry_personal","a.worry_both","s.worry_both","emp_ft","ed_pgrad","inc_high","child_yes","m_div","so_straight","race_hisp","a.35-64"
"942","m.feel_med","m.app_low","o_family","press_yes","r.lead_yes","h.worry_phys","f.worry_nr","a.worry_phys","s.worry_nr","emp_ft","ed_hs","inc_low","child_yes","m_mar","so_straight","race_White","a.35-64"
"943","m.feel_low","m.app_med","o_society","press_yes","r.lead_yes","h.worry_both","f.worry_providing","a.worry_phys","s.worry_both","emp_ft","ed_ugrad","inc_high","child_yes","m_mar","so_straight","race_White","a.35-64"
"944","m.feel_med","m.app_low","o_family","press_no","r.lead_yes","h.worry_nr","f.worry_nr","a.worry_phys","s.worry_nr","emp_ft","ed_p.ugrad","inc_high","child_yes","m_mar","so_straight","race_White","a.35-64"
"945","m.feel_med","m.app_med","o_both","press_yes","r.lead_yes","h.worry_nr","f.worry_personal","a.worry_phys","s.worry_perf","emp_ft","ed_assoc","inc_mid","child_yes","m_mar","so_straight","race_black","a.35-64"
"946","m.feel_low","m.app_low","o_family","press_yes","r.lead_no","h.worry_phys","f.worry_nr","a.worry_phys","s.worry_nr","emp_u.ret","ed_p.ugrad","inc_mid","child_yes","m_mar","so_straight","race_White","a.65+"
"947","m.feel_high","m.app_low","o_society","press_no","r.lead_no","h.worry_nr","f.worry_nr","a.worry_nr","s.worry_nr","emp_u.ret","ed_p.ugrad","inc_nr","child_yes","m_mar","so_straight","race_White","a.65+"
"948","m.feel_med","m.app_med","o_both","press_yes","r.lead_yes","h.worry_ment","f.worry_nr","a.worry_nr","s.worry_nr","emp_u.ret","ed_pgrad","inc_high","child_yes","m_mar","so_straight","race_White","a.65+"
"949","m.feel_med","m.app_low","o_family","press_yes","r.lead_yes","h.worry_ment","f.worry_both","a.worry_nr","s.worry_perf","emp_pt","ed_p.ugrad","inc_low","child_no","m_nev","so_straight","race_White","a.35-64"
"950","m.feel_med","m.app_no","o_family","press_yes","r.lead_yes","h.worry_nr","f.worry_nr","a.worry_phys","s.worry_nr","emp_u.ret","ed_ugrad","inc_mid","child_yes","m_mar","so_straight","race_White","a.65+"
"951","m.feel_high","m.app_med","o_both","press_yes","r.lead_yes","h.worry_nr","f.worry_nr","a.worry_nr","s.worry_nr","emp_ft","ed_pgrad","inc_nr","child_yes","m_wid","so_straight","race_other","a.65+"
"952","m.feel_med","m.app_low","o_family","press_no","r.lead_yes","h.worry_nr","f.worry_personal","a.worry_both","s.worry_nr","emp_ft","ed_assoc","inc_low","child_no","m_div","so_straight","race_White","a.35-64"
"953","m.feel_high","m.app_low","o_family","press_yes","r.lead_no","h.worry_phys","f.worry_nr","a.worry_phys","s.worry_nr","emp_u.ret","ed_pgrad","inc_mid","child_yes","m_wid","so_straight","race_other","a.65+"
"954","m.feel_med","m.app_low","o_family","press_no","r.lead_yes","h.worry_nr","f.worry_nr","a.worry_nr","s.worry_nr","emp_u.ret","ed_assoc","inc_nr","child_yes","m_mar","so_straight","race_White","a.65+"
"955","m.feel_med","m.app_low","o_society","press_yes","r.lead_yes","h.worry_phys","f.worry_nr","a.worry_phys","s.worry_perf","emp_ft","ed_ugrad","inc_low","child_no","m_div","so_straight","race_White","a.35-64"
"956","m.feel_med","m.app_med","o_both","press_yes","r.lead_yes","h.worry_both","f.worry_both","a.worry_phys","s.worry_perf","emp_ft","ed_pgrad","inc_high","child_yes","m_mar","so_straight","race_White","a.35-64"
"957","m.feel_low","m.app_low","o_both","press_yes","r.lead_yes","h.worry_both","f.worry_personal","a.worry_nr","s.worry_nr","emp_pt","ed_pgrad","inc_low","child_no","m_nev","so_bi","race_White","a.35-64"
"958","m.feel_low","m.app_low","o_both","press_yes","r.lead_yes","h.worry_phys","f.worry_nr","a.worry_nr","s.worry_nr","emp_u.nolook","ed_p.ugrad","inc_low","child_no","m_nev","so_straight","race_White","a.65+"
"959","m.feel_low","m.app_no","o_family","press_yes","r.lead_yes","h.worry_ment","f.worry_nr","a.worry_nr","s.worry_perf","emp_ft","ed_p.ugrad","inc_mid","child_no","m_div","so_straight","race_White","a.35-64"
"960","m.feel_high","m.app_low","o_society","press_no","r.lead_no","h.worry_nr","f.worry_nr","a.worry_nr","s.worry_nr","emp_u.ret","ed_hs","inc_mid","child_yes","m_mar","so_straight","race_White","a.35-64"
"961","m.feel_med","m.app_low","o_society","press_yes","r.lead_yes","h.worry_both","f.worry_both","a.worry_phys","s.worry_nr","emp_ft","ed_assoc","inc_mid","child_yes","m_div","so_other","race_White","a.35-64"
"962","m.feel_med","m.app_med","o_family","press_yes","r.lead_yes","h.worry_nr","f.worry_nr","a.worry_nr","s.worry_nr","emp_u.ret","ed_pgrad","inc_nr","child_yes","m_div","so_bi","race_White","a.65+"
"963","m.feel_med","m.app_med","o_both","press_no","r.lead_no","h.worry_nr","f.worry_nr","a.worry_phys","s.worry_nr","emp_ft","ed_ugrad","inc_mid","child_yes","m_mar","so_straight","race_White","a.35-64"
"964","m.feel_high","m.app_med","o_family","press_yes","r.lead_no","h.worry_nr","f.worry_nr","a.worry_nr","s.worry_nr","emp_u.ret","ed_pgrad","inc_mid","child_yes","m_mar","so_straight","race_White","a.65+"
"965","m.feel_med","m.app_no","o_both","press_yes","r.lead_yes","h.worry_ment","f.worry_both","a.worry_both","s.worry_both","emp_ft","ed_assoc","inc_nr","child_yes","m_mar","so_gay","race_White","a.35-64"
"966","m.feel_med","m.app_low","o_both","press_yes","r.lead_yes","h.worry_nr","f.worry_nr","a.worry_nr","s.worry_nr","emp_pt","ed_p.ugrad","inc_low","child_yes","m_div","so_straight","race_White","a.35-64"
"967","m.feel_med","m.app_med","o_family","press_yes","r.lead_yes","h.worry_nr","f.worry_nr","a.worry_nr","s.worry_nr","emp_ft","ed_ugrad","inc_mid","child_yes","m_mar","so_straight","race_White","a.35-64"
"968","m.feel_med","m.app_low","o_both","press_yes","r.lead_no","h.worry_phys","f.worry_nr","a.worry_phys","s.worry_nr","emp_pt","ed_pgrad","inc_high","child_no","m_mar","so_straight","race_other","a.65+"
"969","m.feel_high","m.app_high","o_family","press_no","r.lead_yes","h.worry_both","f.worry_nr","a.worry_phys","s.worry_perf","emp_u.look","ed_hs","inc_low","child_yes","m_mar","so_other","race_White","a.35-64"
"970","m.feel_med","m.app_no","o_both","press_no","r.lead_yes","h.worry_nr","f.worry_providing","a.worry_phys","s.worry_perf","emp_u.nolook","ed_ugrad","inc_mid","child_yes","m_mar","so_straight","race_White","a.35-64"
"971","m.feel_high","m.app_med","o_both","press_yes","r.lead_yes","h.worry_nr","f.worry_both","a.worry_nr","s.worry_nr","emp_ft","ed_ugrad","inc_high","child_no","m_nev","so_straight","race_White","a.65+"
"972","m.feel_med","m.app_med","o_both","press_no","r.lead_yes","h.worry_phys","f.worry_nr","a.worry_phys","s.worry_nr","emp_u.ret","ed_pgrad","inc_high","child_yes","m_mar","so_straight","race_White","a.65+"
"973","m.feel_med","m.app_med","o_family","press_no","r.lead_yes","h.worry_nr","f.worry_nr","a.worry_phys","s.worry_nr","emp_u.ret","ed_ugrad","inc_high","child_yes","m_mar","so_straight","race_White","a.65+"
"974","m.feel_med","m.app_high","o_society","press_no","r.lead_yes","h.worry_nr","f.worry_nr","a.worry_phys","s.worry_both","emp_u.ret","ed_ugrad","inc_mid","child_yes","m_mar","so_straight","race_White","a.65+"
"975","m.feel_med","m.app_no","o_both","press_yes","r.lead_yes","h.worry_phys","f.worry_personal","a.worry_phys","s.worry_nr","emp_u.ret","ed_ugrad","inc_low","child_no","m_wid","so_gay","race_White","a.35-64"
"976","m.feel_med","m.app_no","o_both","press_no","r.lead_yes","h.worry_nr","f.worry_both","a.worry_nr","s.worry_perf","emp_ft","ed_hs","inc_mid","child_no","m_mar","so_straight","race_White","a.35-64"
"977","m.feel_high","m.app_no","o_both","press_yes","r.lead_no","h.worry_phys","f.worry_nr","a.worry_nr","s.worry_nr","emp_u.ret","ed_pgrad","inc_high","child_no","m_nev","so_gay","race_White","a.65+"
"978","m.feel_med","m.app_med","o_family","press_yes","r.lead_yes","h.worry_phys","f.worry_both","a.worry_both","s.worry_both","emp_u.nolook","ed_pgrad","inc_mid","child_yes","m_mar","so_straight","race_White","a.65+"
"979","m.feel_low","m.app_low","o_society","press_no","r.lead_no","h.worry_nr","f.worry_nr","a.worry_nr","s.worry_nr","emp_ft","ed_hs","inc_low","child_yes","m_mar","so_straight","race_other","a.35-64"
"980","m.feel_med","m.app_low","o_family","press_yes","r.lead_yes","h.worry_nr","f.worry_both","a.worry_nr","s.worry_nr","emp_ft","ed_hs","inc_mid","child_yes","m_mar","so_straight","race_White","a.35-64"
"981","m.feel_med","m.app_no","o_both","press_no","r.lead_yes","h.worry_both","f.worry_personal","a.worry_phys","s.worry_nr","emp_u.ret","ed_ugrad","inc_high","child_no","m_mar","so_straight","race_White","a.35-64"
"982","m.feel_med","m.app_low","o_society","press_yes","r.lead_no","h.worry_nr","f.worry_nr","a.worry_both","s.worry_nr","emp_u.ret","ed_pgrad","inc_high","child_no","m_mar","so_bi","race_White","a.35-64"
"983","m.feel_high","m.app_no","o_society","press_yes","r.lead_no","h.worry_phys","f.worry_nr","a.worry_nr","s.worry_nr","emp_ft","ed_assoc","inc_mid","child_no","m_mar","so_straight","race_White","a.35-64"
"984","m.feel_high","m.app_high","o_both","press_no","r.lead_no","h.worry_nr","f.worry_nr","a.worry_phys","s.worry_nr","emp_pt","ed_ugrad","inc_high","child_no","m_div","so_straight","race_White","a.65+"
"985","m.feel_med","m.app_no","o_society","press_yes","r.lead_no","h.worry_phys","f.worry_personal","a.worry_phys","s.worry_nr","emp_u.ret","ed_ugrad","inc_mid","child_no","m_wid","so_gay","race_White","a.65+"
"986","m.feel_med","m.app_low","o_both","press_no","r.lead_yes","h.worry_both","f.worry_personal","a.worry_phys","s.worry_both","emp_u.ret","ed_pgrad","inc_mid","child_no","m_mar","so_gay","race_White","a.65+"
"987","m.feel_med","m.app_med","o_family","press_no","r.lead_no","h.worry_nr","f.worry_providing","a.worry_nr","s.worry_nr","emp_ft","ed_hs","inc_low","child_yes","m_mar","so_straight","race_White","a.65+"
"988","m.feel_med","m.app_low","o_both","press_yes","r.lead_no","h.worry_both","f.worry_personal","a.worry_nr","s.worry_nr","emp_ft","ed_ugrad","inc_nr","child_no","m_nev","so_straight","race_White","a.35-64"
"989","m.feel_med","m.app_no","o_family","press_no","r.lead_no","h.worry_nr","f.worry_nr","a.worry_nr","s.worry_nr","emp_ft","ed_ugrad","inc_mid","child_no","m_nev","so_straight","race_White","a.35-64"
"990","m.feel_high","m.app_med","o_family","press_no","r.lead_yes","h.worry_phys","f.worry_nr","a.worry_phys","s.worry_perf","emp_u.ret","ed_pgrad","inc_high","child_yes","m_mar","so_straight","race_White","a.65+"
"991","m.feel_med","m.app_low","o_family","press_no","r.lead_yes","h.worry_nr","f.worry_nr","a.worry_phys","s.worry_nr","emp_u.ret","ed_pgrad","inc_high","child_yes","m_mar","so_straight","race_White","a.65+"
"992","m.feel_med","m.app_med","o_both","press_no","r.lead_no","h.worry_nr","f.worry_nr","a.worry_phys","s.worry_nr","emp_u.ret","ed_pgrad","inc_high","child_yes","m_mar","so_straight","race_White","a.65+"
"993","m.feel_med","m.app_med","o_both","press_no","r.lead_yes","h.worry_nr","f.worry_nr","a.worry_phys","s.worry_nr","emp_u.look","ed_assoc","inc_nr","child_yes","m_nev","so_straight","race_White","a.35-64"
"994","m.feel_high","m.app_high","o_both","press_no","r.lead_yes","h.worry_both","f.worry_nr","a.worry_both","s.worry_both","emp_u.ret","ed_no.hs","inc_low","child_yes","m_wid","so_straight","race_White","a.65+"
"995","m.feel_low","m.app_no","o_society","press_yes","r.lead_yes","h.worry_both","f.worry_nr","a.worry_style","s.worry_nr","emp_u.stud","ed_p.ugrad","inc_low","child_no","m_nev","so_gay","race_White","a.18-34"
"996","m.feel_med","m.app_med","o_family","press_yes","r.lead_yes","h.worry_nr","f.worry_nr","a.worry_nr","s.worry_nr","emp_u.ret","ed_pgrad","inc_mid","child_no","m_nev","so_straight","race_White","a.65+"
"997","m.feel_med","m.app_med","o_both","press_yes","r.lead_yes","h.worry_phys","f.worry_both","a.worry_both","s.worry_nr","emp_u.nolook","ed_hs","inc_low","child_no","m_div","so_gay","race_White","a.35-64"
"998","m.feel_med","m.app_low","o_both","press_yes","r.lead_no","h.worry_both","f.worry_both","a.worry_both","s.worry_perf","emp_u.stud","ed_assoc","inc_low","child_no","m_nev","so_straight","race_asian","a.18-34"
"999","m.feel_med","m.app_low","o_both","press_yes","r.lead_yes","h.worry_nr","f.worry_nr","a.worry_nr","s.worry_nr","emp_u.ret","ed_assoc","inc_low","child_no","m_nev","so_straight","race_White","a.35-64"
"1000","m.feel_high","m.app_low","o_society","press_no","r.lead_no","h.worry_nr","f.worry_personal","a.worry_nr","s.worry_nr","emp_u.ret","ed_p.ugrad","inc_low","child_yes","m_mar","so_straight","race_White","a.35-64"
"1001","m.feel_med","m.app_no","o_family","press_no","r.lead_no","h.worry_nr","f.worry_nr","a.worry_phys","s.worry_nr","emp_ft","ed_ugrad","inc_high","child_no","m_div","so_straight","race_White","a.65+"
"1002","m.feel_high","m.app_no","o_both","press_yes","r.lead_yes","h.worry_phys","f.worry_both","a.worry_both","s.worry_nr","emp_u.ret","ed_pgrad","inc_high","child_no","m_nev","so_straight","race_other","a.35-64"
"1003","m.feel_med","m.app_high","o_family","press_no","r.lead_yes","h.worry_nr","f.worry_nr","a.worry_nr","s.worry_nr","emp_u.ret","ed_ugrad","inc_high","child_yes","m_wid","so_straight","race_White","a.65+"
"1004","m.feel_high","m.app_low","o_both","press_no","r.lead_no","h.worry_nr","f.worry_nr","a.worry_both","s.worry_nr","emp_u.ret","ed_assoc","inc_mid","child_yes","m_mar","so_straight","race_White","a.65+"
"1005","m.feel_med","m.app_low","o_family","press_yes","r.lead_yes","h.worry_both","f.worry_nr","a.worry_phys","s.worry_gen","emp_ft","ed_ugrad","inc_mid","child_yes","m_div","so_straight","race_White","a.35-64"
"1006","m.feel_med","m.app_low","o_society","press_yes","r.lead_yes","h.worry_nr","f.worry_nr","a.worry_nr","s.worry_nr","emp_pt","ed_ugrad","inc_low","child_yes","m_mar","so_gay","race_White","a.18-34"
"1007","m.feel_med","m.app_med","o_family","press_no","r.lead_yes","h.worry_phys","f.worry_nr","a.worry_phys","s.worry_nr","emp_ft","ed_pgrad","inc_high","child_yes","m_mar","so_straight","race_White","a.35-64"
"1008","m.feel_low","m.app_low","o_both","press_yes","r.lead_no","h.worry_nr","f.worry_nr","a.worry_nr","s.worry_nr","emp_u.ret","ed_hs","inc_nr","child_yes","m_mar","so_straight","race_White","a.65+"
"1009","m.feel_med","m.app_no","o_both","press_yes","r.lead_no","h.worry_both","f.worry_personal","a.worry_phys","s.worry_perf","emp_ft","ed_p.ugrad","inc_low","child_no","m_nev","so_gay","race_White","a.18-34"
"1010","m.feel_med","m.app_low","o_society","press_yes","r.lead_no","h.worry_both","f.worry_nr","a.worry_nr","s.worry_nr","emp_u.ret","ed_pgrad","inc_high","child_yes","m_wid","so_straight","race_White","a.65+"
"1011","m.feel_high","m.app_med","o_both","press_yes","r.lead_yes","h.worry_phys","f.worry_nr","a.worry_nr","s.worry_nr","emp_u.ret","ed_p.ugrad","inc_mid","child_yes","m_mar","so_straight","race_White","a.35-64"
"1012","m.feel_high","m.app_no","o_both","press_no","r.lead_yes","h.worry_nr","f.worry_both","a.worry_phys","s.worry_nr","emp_ft","ed_pgrad","inc_mid","child_yes","m_mar","so_straight","race_White","a.35-64"
"1013","m.feel_high","m.app_med","o_family","press_yes","r.lead_no","h.worry_nr","f.worry_nr","a.worry_nr","s.worry_nr","emp_u.nolook","ed_assoc","inc_low","child_no","m_nev","so_straight","race_White","a.65+"
"1014","m.feel_med","m.app_no","o_society","press_yes","r.lead_no","h.worry_nr","f.worry_nr","a.worry_phys","s.worry_perf","emp_ft","ed_pgrad","inc_low","child_no","m_nev","so_gay","race_White","a.35-64"
"1015","m.feel_med","m.app_med","o_family","press_no","r.lead_no","h.worry_phys","f.worry_nr","a.worry_phys","s.worry_nr","emp_u.ret","ed_hs","inc_nr","child_yes","m_mar","so_straight","race_White","a.65+"
